1,21120041,Nguyen Thi Thao Linh,Nu,11/05/2003,456789012
2,21120042,Tran Van Minh,Nam,22/08/2003,901234567
3,21120043,Le Thi Hoai Thu,Nu,03/12/2003,345678901
4,21120044,Pham Quoc Khanh,Nam,14/02/2003,789012345
5,21120045,Hoang Thi Nhu Quynh,Nu,25/06/2003,234567890
6,21120046,Bui Minh Tuan,Nam,06/09/2003,678901234
7,21120047,Nguyen Thi Thanh Thuy,Nu,17/11/2003,123456789
8,21120048,Tran Van Phi,Nam,28/04/2003,567890123
9,21120049,Le Thi Minh Anh,Nu,09/07/2003,012345678
10,21120050,Pham Ngoc Hung,Nam,20/10/2003,890123456
11,21120051,Hoang Thi Thu Ha,Nu,01/03/2003,234567890
12,21120052,Bui Van Kiet,Nam,12/06/2003,345678901
13,21120053,Nguyen Thi Thuy Linh,Nu,23/09/2003,456789012
14,21120054,Tran Minh Hieu,Nam,04/01/2003,567890123
15,21120055,Le Thi Thanh Ngan,Nu,15/04/2003,678901234
16,21120056,Pham Gia Bao,Nam,26/07/2003,789012345
17,21120057,Hoang Thi Ngoc Anh,Nu,07/11/2003,890123456
18,21120058,Bui Quang Vinh,Nam,18/02/2003,901234567
19,21120059,Nguyen Thi Kim Ngan,Nu,29/05/2003,012345678
20,21120060,Tran Van Tung,Nam,10/08/2003,123456789
21,21120061,Le Thi Cam Ly,Nu,21/11/2003,234567890
22,21120062,Pham Minh Duc,Nam,02/03/2003,345678901
23,21120063,Hoang Thi Thuy Trang,Nu,13/06/2003,456789012
24,21120064,Bui Van Hung,Nam,24/09/2003,567890123
25,21120065,Nguyen Thi Huong Giang,Nu,05/01/2003,678901234
26,21120066,Tran Minh Quan,Nam,16/04/2003,789012345
27,21120067,Le Thi Thanh Mai,Nu,27/07/2003,890123456
28,21120068,Pham Gia Linh,Nam,08/11/2003,901234567
29,21120069,Hoang Thi Minh Chau,Nu,19/02/2003,012345678
30,21120070,Bui Van Dat,Nam,30/05/2003,123456789
31,21120071,Nguyen Thi Ngoc Linh,Nu,11/09/2003,234567890
32,21120072,Tran Minh Phuong,Nam,22/01/2003,345678901
33,21120073,Le Thi Thanh Truc,Nu,03/04/2003,456789012
34,21120074,Pham Gia Bao,Nam,14/07/2003,567890123
35,21120075,Hoang Thi Minh Hoa,Nu,25/10/2003,678901234
36,21120076,Bui Quang Huy,Nam,06/02/2003,789012345
37,21120077,Nguyen Thi Ngoc Diep,Nu,17/05/2003,890123456
38,21120078,Tran Minh Khoa,Nam,28/08/2003,901234567
39,21120079,Le Thi Thanh Binh,Nu,09/12/2003,012345678
40,21120080,Pham Gia Linh,Nam,20/03/2003,123456789
