1,22120001,Tran Thi My,Nu,2/2/2004,987654321
2,22120002,Le Van Nguyen,Nam,2/3/2004,456123789
3,22120003,Pham Thi Huyen Duyen,Nu,2/4/2004,789321456
4,22120004,Nguyen Van Duy,Nam,2/5/2004,123456789
5,22120005,Tran Thi Kieu My,Nu,2/6/2004,987654321
6,22120006,Le Van Chinh,Nam,2/7/2004,456123789
7,22120007,Pham Thi Dao Ha,Nu,2/8/2004,789321456
8,22120008,Nguyen Van Anh,Nam,2/9/2004,123456789
9,22120009,Tran Thi Bao Ngoc,Nu,2/10/2004,987654321
10,22120010,Le Van Can,Nam,2/11/2004,456123789
11,22120011,Pham Thi Thuan,Nu,2/12/2004,789321456
12,22120012,Nguyen Van Duc Anh,Nam,2/13/2004,123456789
13,22120013,Tran Thi Bang Ngan,Nu,2/14/2004,987654321
14,22120014,Le Van Cao Phong,Nam,2/15/2004,456123789
15,22120015,Pham Thi Diep,Nu,2/16/2004,789321456
16,22120016,Nguyen Van Tuan,Nam,2/17/2004,123456789
17,22120017,Tran Thi Bao Ngoc,Nu,2/18/2004,987654321
18,22120018,Le Van Tuan Tu,Nam,2/19/2004,456123789
19,22120019,Pham Thi Diem My,Nu,2/20/2004,789321456
20,22120020,Nguyen Van Hoang,Nam,2/21/2004,123456789
21,22120021,Tran Thi Bao Khuyen,Nu,2/22/2004,987654321
22,22120022,Le Van Son,Nam,2/23/2004,456123789
23,22120023,Pham Thi Khanh,Nu,2/24/2004,789321456
24,22120024,Nguyen Van Son Son,Nam,2/25/2004,123456789
25,22120025,Tran Thi Bao Chau,Nu,2/26/2004,987654321
26,22120026,Le Van Chinh Nghia,Nam,2/27/2004,456123789
27,22120027,Pham Thi Huong Giang,Nu,2/28/2004,789321456
28,22120028,Nguyen Van Tan Toan,Nam,3/1/2004,123456789
29,22120029,Tran Thi Bich Thuan,Nu,3/2/2004,987654321
30,22120030,Le Van Cao Thanh,Nam,3/3/2004,456123789
31,22120031,Pham Thi Diep,Nu,3/4/2004,789321456
32,22120032,Nguyen Van Hai Luu,Nam,3/5/2004,123456789
33,22120033,Tran Thi Bao Binh,Nu,3/6/2004,987654321
34,22120034,Le Van Thanh Tin,Nam,3/7/2004,456123789
35,22120035,Pham Thi Bach Hy,Nu,3/8/2004,789321456
36,22120036,Nguyen Van An Tuan,Nam,3/9/2004,123456789
37,22120037,Tran Thi Hong Thu,Nu,3/10/2004,987654321
38,22120038,Le Van Chi Kien,Nam,3/11/2004,456123789
39,22120039,Pham Thi Kieu My,Nu,3/12/2004,789321456
40,22120040,Nguyen Van Sam,Nam,3/13/2004,123456789
